NO,HARI,TGL,JAM,JALAN,KECAMATAN,JENIS KECELAKAAN,UMUR,JENIS KELAMIN,KENDARAAN TERSANGKA
2480,Monday,8/12/2019,7:25, Berua 4,Biringkanaya,TM,adult,PR,R4
2481,Wednesday,8/14/2019,3:00, Insinyur Sutami,Tamalanrea,OC,adolescent,LK,R2
2482,Tuesday,8/13/2019,18:20,Kapasa Raya,Biringkanaya,TM,adolescent,LK,R6
2483,Tuesday,8/13/2019,8:00,Dokter Leimena,Panakkukang,TK,adolescent,NOV,R2
2484,Tuesday,8/13/2019,21:30,ANDI PANGERANG PETTARANI,Panakkukang,TK,adult,LK,R6
2485,Tuesday,8/13/2019,17:45, Andi Mappanyukki,Mariso,TL,NOV,LK,R2
2486,Saturday,8/10/2019,18:15, Karaeng Bonto Marannu ,Tamalate,TL,NOV,LK,R2
2487,Wednesday,8/7/2019,13:30, Insinyur Sutami,Tamalanrea,TL,NOV,NOV,R6
2488,Wednesday,8/14/2019,16:30, Tamalanrea Raya,Tamalanrea,TK,adult,LK,R4
2489,Thursday,8/15/2019,7:00, Perintis Kemerdekaan,Biringkanaya,TM,adult,PR,R2
2490,Thursday,8/15/2019,16:00,Urip Sumuharjo,Panakkukang,TM,adult,PR,R4
2491,Wednesday,8/14/2019,16:30,Taman Sudiang Indah,Biringkanaya,TL,NOV,LK,R2
2492,Saturday,8/17/2019,10:30,Urip Sumuharjo,Panakkukang,TL,NOV,LK,R2
2493,Saturday,8/17/2019,12:00, Onta Lama,Mamajang,TK,adult,LK,R4
2494,Sunday,8/18/2019,14:30, Bandang ,Bontoala,TM,adult,LK,R2
2495,Friday,8/16/2019,18:00, Perintis Kemerdekaan III,Tamalanrea,TM,adult,LK,R4
2496,Thursday,8/15/2019,18:00, Pajaiang,Biringkanaya,TM,adolescent,LK,R2
2497,Saturday,8/17/2019,19:30, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R2
2498,Saturday,8/17/2019,16:45, Perintis Kemerdekaan,Tamalanrea,TM,child,LK,R2
2499,Sunday,8/18/2019,15:30, Pannampu,Tallo,TK,adolescent,LK,R2
2500,Friday,8/16/2019,11:15, Metro Tanjung Bunga,Tamalate,TK,adult,PR,R4
2501,Monday,8/19/2019,8:45, Perintis Kemerdekaan,Tamalanrea,TL,NOV,NOV,R4
2502,Saturday,8/17/2019,15:30, Keindahan I,Biringkanaya,TK,adolescent,LK,R2
2503,Tuesday,8/20/2019,18:00, Gunung Bawakaraeng,Bontoala,TK,adult,LK,R2
2504,Saturday,8/10/2019,7:00, Cendrawasih,Mariso,TK,adolescent,LK,R2
2505,Wednesday,8/21/2019,17:00, Perintis Kemerdekaan,Biringkanaya,TL,NOV,NOV,R4
2506,Wednesday,8/21/2019,6:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R4
2507,Monday,8/19/2019,19:00, Pengayoman,Panakkukang,TL,NOV,NOV,R4
2508,Wednesday,8/21/2019,8:00, Andi Mappaodang,Tamalate,TK,adolescent,LK,R4
2509,Thursday,8/22/2019,5:00, Tamangapa Raya,Manggala,TL,NOV,NOV,R6
2510,Thursday,8/22/2019,10:00, Perintis Kemerdekaan,Biringkanaya,TL,NOV,LK,R2
2511,Thursday,8/8/2019,15:30, Gunung Bawakaraeng,Bontoala,TL,NOV,NOV,R2
2512,Thursday,8/22/2019,21:00, Kumala,Tamalate,TL,NOV,NOV,R4
2513,Thursday,8/22/2019,21:25, Andi Tonro,Tamalate,TL,NOV,LK,R2
2514,Friday,8/23/2019,7:45, Boulevard ,Panakkukang,TK,adult,LK,R2
2515,Thursday,8/22/2019,17:30, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R6
2516,Friday,8/23/2019,19:00, Sultan Alauddin,Rappocini,TK,adolescent,LK,R4
2517,Friday,8/23/2019,15:40, Gunung Latimojong,Makassar,TK,adolescent,NOV,R4
2518,Sunday,8/25/2019,13:30, Landak,Mamajang,TK,adult,PR,R2
2519,Sunday,8/25/2019,12:30, Tol Reformasi,Tallo,T,child,LK,R4
2520,Friday,8/23/2019,20:00, Bungaejaya,Bontoala,TM,adolescent,LK,R2
2521,Saturday,8/24/2019,11:30, Dokter Leimena,Panakkukang,TL,NOV,LK,R2
2522,Saturday,8/17/2019,13:00, Sultan Alauddin,Rappocini,TK,adolescent,LK,R4
2523,Sunday,8/25/2019,10:30, Rappocini Raya,Rappocini,TL,NOV,LK,R2
2524,Friday,8/23/2019,2:00, Veteran Selatan,Mamajang,TK,adolescent,LK,R2
2525,Saturday,8/24/2019,7:00, Metro Tanjung Bunga,Tamalate,TL,NOV,NOV,R4
2526,Monday,8/26/2019,23:30, Tamalate I,Rappocini,TK,adult,LK,R2
2527,Monday,8/26/2019,13:15, Poros Bumi Tamalanrea Permai ,Biringkanaya,TK,adolescent,LK,R2
2528,Tuesday,8/27/2019,22:00, Veteran Selatan,Mamajang,TL,NOV,LK,R2
2529,Wednesday,8/28/2019,12:30, Sultan Alauddin,Tamalate,TM,adolescent,LK,R2
2530,Wednesday,8/28/2019,16:30, Perintis Kemerdekaan,Biringkanaya,TM,adolescent,LK,R2
2531,Wednesday,8/28/2019,16:00, Sungai Saddang,Makassar,TK,adult,NOV,R4
2532,Friday,8/30/2019,4:00, Sungai Walanae,Makassar,LL,adolescent,LK,R2
2533,Friday,8/30/2019,3:00, Tamalanrea Raya,Tamalanrea,TK,adolescent,LK,R2
2534,Thursday,8/29/2019,17:00, Profesor Abdurrahman Basalamah,Panakkukang,TM,adolescent,LK,R2
2535,Wednesday,8/28/2019,18:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,NOV,R2
2536,Saturday,8/31/2019,7:00, Yusuf,Rappocini,TK,adult,LK,R4
2537,Saturday,8/31/2019,21:00, Bakung,Biringkanaya,TM,adult,NOV,R2
2538,Saturday,8/31/2019,7:15, Mallombassang,Tamalate,TL,NOV,LK,R2
2539,Thursday,8/1/2019,22:00, Gunung Latimojong,Makassar,TK,adult,NOV,R4
2540,Friday,8/30/2019,12:45,Urip Sumuharjo,Panakkukang,TM,adult,LK,R4
2541,Saturday,8/31/2019,22:15, Baruga Raya,Manggala,TL,NOV,PR,R2
2542,Sunday,9/1/2019,23:40, Perintis Kemerdekaan,Biringkanaya,TK,adult,PR,R2
2543,Saturday,8/31/2019,23:00, Mesjid Raya,Bontoala,TK,adolescent,NOV,R2
2544,Monday,9/2/2019,17:13, Veteran Utara,Bontoala,TK,adult,NOV,R2
2545,Monday,9/2/2019,19:00, Manggala Raya,Manggala,TK,adolescent,LK,R2
2546,Wednesday,9/4/2019,6:40, Insinyur Sutami,Biringkanaya,TK,adolescent,NOV,R4
2547,Tuesday,9/3/2019,23:45, Onta Lama,Mamajang,TL,NOV,NOV,R4
2548,Wednesday,9/4/2019,2:55, Aroepala,Rappocini,TK,adult,NOV,R6
2549,Wednesday,9/4/2019,23:45, Perintis Kemerdekaan,Tamalanrea,TK,adult,NOV,R2
2550,Sunday,9/1/2019,1:35, Gunung Bawakaraeng,Ujung Pandang,TK,adolescent,LK,R2
2551,Saturday,8/31/2019,23:30,Urip Sumuharjo,Panakkukang,TK,adult,LK,R2
2552,Tuesday,9/3/2019,18:00, Rajawali,Mariso,TK,adolescent,LK,R2
2553,Friday,9/6/2019,12:00, Daeng Tata Raya I,Tamalate,TK,child,LK,R2
2554,Thursday,9/5/2019,17:30, Landak Baru VII,Rappocini,TM,adult,LK,R4
2555,Thursday,9/5/2019,15:00, Skarda N1,Rappocini,TL,NOV,PR,R2
2556,Friday,9/6/2019,12:00, Dokter Leimena,Panakkukang,TK,adult,LK,R4
2557,Thursday,9/5/2019,14:00, Perumahan Dosen Unhas,Tamalanrea,TK,adult,LK,R4
2558,Friday,9/6/2019,21:15, Cambaya,Tallo,TK,adult,LK,R6
2559,Wednesday,9/4/2019,18:45, Veteran Selatan,Mamajang,TL,NOV,LK,R2
2560,Sunday,9/8/2019,4:00, Andi Djemma,Mamajang,TK,adolescent,NOV,R4
2561,Friday,9/6/2019,23:30,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R2
2562,Sunday,9/8/2019,0:30, Kajoalalido,Ujung Pandang,TK,adult,LK,R2
2563,Friday,9/6/2019,23:25, Tanggul Patompo ,Tamalate,TL,NOV,PR,R2
2564,Thursday,9/5/2019,13:30, Boulevard,Panakkukang,TK,adolescent,PR,R4
2565,Wednesday,9/4/2019,1:48, Boulevard,Panakkukang,TK,adult,PR,R4
2566,Friday,9/6/2019,15:00, Batua Raya,Panakkukang,TL,NOV,LK,R2
2567,Monday,9/9/2019,4:30,ANDI PANGERANG PETTARANI,Tamalate,TK,adolescent,LK,R2
2568,Monday,9/9/2019,19:25, Pongtiku ,Bontoala,TK,NOV,LK,R2
2569,Sunday,9/8/2019,14:15, Sultan Alauddin,Rappocini,TK,adult,PR,R4
2570,Sunday,9/8/2019,18:00, Galangan Kapal,Tallo,TK,adult,LK,R2
2571,Monday,9/9/2019,23:00, Tamangapa Raya,Manggala,TK,NOV,NOV,R4
2572,Monday,9/9/2019,15:40, Sultan Alauddin,Rappocini,TK,adult,NOV,R2
2573,Tuesday,9/10/2019,16:30, Tamangapa Raya,Manggala,TK,adolescent,NOV,R6
2574,Tuesday,9/10/2019,13:30, Gunung Lokon,Ujung Pandang,TL,NOV,NOV,R4
2575,Monday,9/9/2019,14:30, Kumala II Selatan,Tamalate,TK,adult,LK,R2
2576,Tuesday,9/10/2019,12:30, Pendidikan,Rappocini,TK,adolescent,LK,R2
2577,Tuesday,9/10/2019,6:45, Insinyur Sutami,Tamalanrea,TL,NOV,PR,R2
2578,Wednesday,9/11/2019,7:30, Dg. Ramang,Biringkanaya,TK,adult,LK,R2
2579,Wednesday,9/11/2019,9:00,Urip Sumuharjo,Panakkukang,TK,adult,lk,R4
2580,Wednesday,9/11/2019,21:30, Veteran Utara,Makassar,TL,NOV,NOV,R4
2581,Monday,9/9/2019,1:30, Manuruki ,Tamalate,TK,adolescent,LK,R4
2582,Saturday,9/7/2019,19:30, Nipa Nipa,Manggala,TL,NOV,LK,R2
2583,Tuesday,9/10/2019,23:00, Antang Raya,Manggala,TK,adolescent,PR,R6
2584,Monday,9/9/2019,1:30, Tamangapa Raya,Manggala,TL,NOV,NOV,R2
2585,Wednesday,9/11/2019,17:00, Sungai Cerekang,Bontoala,TL,NOV,LK,R2
2586,Sunday,9/8/2019,13:15, Sam Ratulangi ,Mariso,TK,adult,LK,R4
2587,Tuesday,9/10/2019,20:50, Boulevard,Panakkukang,TM,adult,LK,R4
2588,Thursday,9/12/2019,0:40,Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R6
2589,Thursday,9/12/2019,4:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,NOV,R4
2590,Thursday,9/12/2019,23:00,Urip Sumuharjo,Bontoala,TL,NOV,LK,R2
2591,Friday,9/13/2019,14:00, Pannampu,Tallo,TK,adolescent,PR,R3
2592,Thursday,9/12/2019,9:30, Profesor Abdurrahman Basalamah,Panakkukang,TL,NOV,NOV,R4
2593,Thursday,9/12/2019,18:10, Antang Raya,Manggala,TL,NOV,NOV,R4
2594,Saturday,9/14/2019,17:00, Annuang,Makassar,TL,NOV,LK,R2
2595,Friday,9/13/2019,13:15, Andalas,Bontoala,TK,adult,LK,R4
2596,Saturday,9/14/2019,5:30, Sudirman,Ujung Pandang,TK,adolescent,LK,R2
2597,Sunday,9/8/2019,15:00, Sam Ratulangi ,Mamajang,TK,adult,LK,R4
2598,Saturday,9/14/2019,12:21, Veteran Selatan,Makassar,TK,adolescent,NOV,R2
2599,Friday,9/13/2019,11:00, Taman Sudiang Indah,Biringkanaya,TL,NOV,LK,R2
2600,Friday,9/13/2019,12:45, Sanrangan ,Biringkanaya,TK,adolescent,LK,R2
2601,Thursday,9/19/2019,20:25, Veteran Utara,Makassar,TL,NOV,NOV,R2
2602,Friday,9/13/2019,16:00,ANDI PANGERANG PETTARANI,Panakkukang,TM,adult,NOV,R4
2603,Friday,9/13/2019,21:30, Wijaya Kusuma,Rappocini,TL,NOV,NOV,R2
2604,Saturday,9/14/2019,23:00, Toddopuli Raya,Panakkukang,TK,adolescent,LK,R2
2605,Saturday,9/14/2019,11:00, Inspeksi Kanal,Manggala,TM,adult,LK,R2
2606,Monday,9/16/2019,9:00, Tol Reformasi,Panakkukang,TK,adult,LK,R4
2607,Thursday,9/12/2019,23:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,PR,R2
2608,Monday,9/16/2019,18:30, Paccerakkang,Biringkanaya,TL,NOV,LK,R2
2609,Friday,9/13/2019,7:45, Tanggul Patompo ,Tamalate,TL,NOV,LK,R2
2610,Tuesday,9/17/2019,10:00, Monginsidi,Makassar,TM,adult,NOV,R2
2611,Tuesday,9/17/2019,16:00,Urip Sumuharjo,Panakkukang,TL,NOV,NOV,R4
2612,Wednesday,9/18/2019,0:20, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
2613,Monday,9/16/2019,12:40, Insinyur Sutami,Biringkanaya,TK,adult,LK,R4
2614,Monday,9/16/2019,17:00, Kapasa Raya,Tamalanrea,TK,adult,LK,R4
2615,Tuesday,9/17/2019,13:50, Perintis Kemerdekaan,Biringkanaya,TK,adult,LK,R6
2616,Wednesday,9/18/2019,7:50, Onta Lama,Mamajang,TL,NOV,NOV,R4
2617,Wednesday,9/18/2019,15:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,PR,R4
2618,Wednesday,9/18/2019,6:45, Perintis Kemerdekaan,Tamalanrea,TM,adult,LK,R4
2619,Wednesday,9/18/2019,23:30, Pongtiku ,Bontoala,TK,adolescent,LK,R2
2620,Wednesday,9/18/2019,15:10, Batua Raya III,Panakkukang,TL,NOV,LK,R2
2621,Thursday,9/19/2019,12:10, Daeng Tata Raya I,Tamalate,TM,adult,LK,R2
2622,Monday,9/16/2019,6:30, Nuri,Mariso,TL,NOV,LK,R2
2623,Thursday,9/19/2019,10:00, Meranti,Panakkukang,TL,NOV,LK,R3
2624,Thursday,9/19/2019,5:45, Perintis Kemerdekaan,Biringkanaya,LL,adult,NOV,R6
2625,Thursday,9/19/2019,12:30, Perintis Kemerdekaan,Biringkanaya,TM,adolescent,LK,R2
2626,Friday,9/20/2019,11:30, Sultan Alauddin,Rappocini,TK,adolescent,LK,R2
2627,Monday,9/9/2019,10:00, Perintis Kemerdekaan,Biringkanaya,TK,adult,PR,R2
2628,Friday,9/20/2019,11:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,NOV,R2
2629,Friday,9/20/2019,17:00, Perintis Kemerdekaan,Biringkanaya,TL,NOV,NOV,R4
2630,Wednesday,9/18/2019,9:00, Perintis Kemerdekaan,Tamalanrea,TK,adult,LK,R2
2631,Saturday,9/7/2019,19:15, Merak,Mariso,TL,NOV,LK,R2
2632,Sunday,9/22/2019,5:53, Andi Mappaodang,Tamalate,TL,NOV,NOV,R4
2633,Saturday,9/21/2019,10:30, Letjen Hertasning,Rappocini,TL,NOV,LK,R2
2634,Saturday,9/21/2019,3:30, Veteran Selatan,Makassar,TK,adolescent,LK,R2
2635,Friday,9/20/2019,22:00,Urip Sumuharjo,Panakkukang,TM,adolescent,LK,R2
2636,Thursday,9/19/2019,14:45, Perintis Kemerdekaan,Tamalanrea,TK,adolescent,LK,R6
2637,Wednesday,9/18/2019,13:57, Andi Mappanyukki ,Mariso,TL,NOV,LK,R2
2638,Saturday,9/21/2019,19:15, Sehati,Panakkukang,TM,adolescent,NOV,R2
2639,Thursday,9/12/2019,10:00, Batu Tambung,Biringkanaya,TM,adolescent,LK,R2
2640,Saturday,9/21/2019,8:00, Insinyur Sutami,Biringkanaya,TK,adult,LK,R4
2641,Saturday,9/21/2019,19:30, Kakatua,Mariso,TK,adult,LK,R2
2642,Monday,9/23/2019,8:00, Tamalanrea Raya,Tamalanrea,TK,adult,NOV,R2
2643,Monday,9/23/2019,17:00, Pajaiang,Biringkanaya,TL,NOV,LK,R2
2644,Friday,9/20/2019,19:15, Jenderal Sudirman,Ujung Pandang,TK,adolescent,NOV,R4
2645,Tuesday,9/24/2019,15:00, Paccerakkang,Biringkanaya,TM,adolescent,PR,R2
2646,Sunday,9/22/2019,20:30, Tamangapa Raya,Manggala,TL,NOV,LK,R2
2647,Tuesday,9/24/2019,19:30, Perintis Kemerdekaan,Tamalanrea,TM,adolescent,LK,R2
2648,Monday,9/23/2019,23:30, Tamalate I,Rappocini,TK,adult,LK,R2
2649,Wednesday,9/25/2019,13:30, Borong Raya,Manggala,TK,adolescent,LK,R4
2650,Wednesday,9/25/2019,21:30, Andi Mappaodang,Tamalate,TK,adult,LK,R4
2651,Tuesday,9/24/2019,16:30, Andalas,Bontoala,TL,NOV,NOV,R4
2652,Wednesday,9/25/2019,12:00, Hartaco Indah,Tamalate,TL,NOV,LK,R2
2653,Thursday,9/26/2019,9:45, Boulevard,Panakkukang,TK,adolescent,LK,R2
2654,Thursday,9/26/2019,14:00,ANDI PANGERANG PETTARANI,Rappocini,TM,adolescent,LK,R2
2655,Wednesday,9/4/2019,10:00, Gunung Latimojong,Makassar,TL,NOV,LK,R2
2656,Friday,9/27/2019,12:45, Perintis Kemerdekaan,Biringkanaya,TK,adolescent,LK,R2
2657,Thursday,9/26/2019,16:00, Perintis Kemerdekaan,Tamalanrea,TL,NOV,LK,R2
